,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
337,337,Dr. Sanjeev K Kohli,Homeopathy,37.0,"BHMS, MD - Homeopathy",₹ 300,₹ 500,Sach Sanjivani Homoeo Clinc,Moti Nagar,,11:00 AM,01:00 PM,Delhi
338,338,Dr. Devesh Takkar,Homeopathy,16.0,BHMS,₹ 500,₹ 500,Dev Homoeopathic Clinic,Delhi,,06:00 PM,08:00 PM,Delhi
339,339,Dr. Shrey Bharal,Homeopathy,11.0,BHMS,₹ 300,₹ 250,Dr Shrey Bharal (Bharal's Homeopathy),Malviya Nagar,"Headaches, Difficulty Sleeping, Back Pain",09:30 AM,12:30 PM,Delhi
340,340,Dr. Kamal Puri,Homeopathy,28.0,MD Homeopathy,,₹ 300,,,"Acidity, Acidity TreatmentNext ",11:00 AM,01:00 PM,Delhi
341,341,Dr. Shashi Gupta,Homeopathy,25.0,"MD-Homeopathy, BHMS",₹ 400,₹ 700,Titiksha Homeo Clinic,Janakpuri,Constipation,10:00 AM,01:00 PM,Delhi
342,342,Dr. Renu Madan,Homeopathy,33.0,BHMS,,₹ 800,Homoeopathic Centre,Hauz Khas,,05:00 PM,07:00 PM,Delhi
343,343,Dr. Jaslin Kaur Oberoi,Homeopathy,13.0,MD - Homeopathy,₹ 450,₹ 300,OBEROI'S HOMOEOPATHIC CLINIC,Tilak nagar,,06:00 PM,08:00 PM,Delhi
344,344,Dr. Aastha  Pathak,Homeopathy,6.0,BHMS,₹ 500,₹ 300,,,,08:00 AM,10:30 PM,Delhi
345,345,Homoeocare Clinics,Homeopathy,,,,₹ 300,HomoeoCARE (Delhi),Green Park,,10:00 AM,08:00 PM,Delhi
346,346,Dr. Bharti Bhutani,Homeopathy,29.0,BHMS,₹ 300,₹ 500,Dr. Bharti's Homeopathic Clinic,Lajpat Nagar,,11:30 AM,02:00 PM,Delhi
347,347,Dr. Varun Kanwadia,Homeopathy,13.0,BHMS,₹ 250,₹ 250,Cure Homeopathic Clinic,Rohini,,10:30 AM,02:00 PM,Delhi
348,348,Dr. Sumit Mukerji,Homeopathy,34.0,"MD - Homeopathy, Doctor of Homeopathic Medicine (H.M.D., BHMS",,,,,"Fatigue, HeadachesNext ",05:00 PM,08:00 PM,Delhi
349,349,Dr. Geeta Arora,Homeopathy,21.0,B.H.M.S,,₹ 300,Heal With Homeopathy,Kalkaji,,10:30 AM,02:00 PM,Delhi
350,350,Dr. Pooja Anand Sharma,Psychologist,20.0,"Ph.D - Psychology, M.Sc. - Counselling and Psychotherapy, M.A - Psychology, Certificate in...read more",,,,,"Counselling and Stress Management, Behaviour and Thought Problems, Adult CounsellingNext ",11:30 AM,06:00 PM,Delhi
351,351,Dr. Vikas Khanna,Psychologist,24.0,"BDS, Certification In Hypnotherapy, Certification In N.L.P, Certification In Gene & Behavi...read more",,₹ 400,Dr. Vikas Khanna's Counseling & Hypnotherapy Clinic - Rajouri Garden,Rajouri Garden,"Depression, Depression, Anxiety",09:30 AM,05:30 PM,Delhi
352,352,Dr. Nisha Khanna,Psychologist,24.0,Ph. D - Psychology,,,,,"Depression, Smoking, Anger Management",11:00 AM,07:00 PM,Delhi
353,353,"Dr. Sajeela Maini (Quit Smoking, De-addiction & Mental Health Expert)",Psychologist,30.0,"PhD - Health Psychology, MBA (HR)",,,,,,02:00 PM,04:00 PM,Delhi
354,354,Dr. Arti Anand,Psychologist,30.0,"M.Phil - Psychology, PhD Psychology , MA Psychology & Traning Counselling",,₹ 500,East West Medical Centre,Golf Link,Behaviour and Thought ProblemsNext ,02:00 PM,04:00 PM,Delhi
355,355,Dr. Aradhana Sharma,Psychologist,33.0,"B.A. Psychology, M.A. Psychology, Ph. D - Psychology",,₹ 700,Anubhuti Clinic,Pitampura,"Depression, Mood Disorder Treatment, Stress TreatmentNext ",11:00 AM,04:30 PM,Delhi
356,356,Ms. Rachna Mishra,Psychologist,12.0,"M.A.(H)Psychology, PG Diploma in Child Guidance and Family Therapy",,₹ 600,,,"Anger Management, Abnormal Behavior, Abnormal Behavior Treatment",,,Delhi
357,357,Dr. G B Singh,Psychologist,33.0,"Consultant Dyslexia, Autism & Child Psychologist. Consultant Clinical & Mental Health Psyc...read more",,,,,"Dyslexia, Behaviour and Thought Problems, Counselling and Stress ManagementNext ",10:00 AM,06:00 PM,Delhi
358,358,Dr. (Prof) R K Suri,Psychologist,40.0,"Ph.D - Psychology, PGD in Sexual & Reproductive Counselling, M PHIL (Clinical Psychology),...read more",,,,,"Behaviour and Thought Problems, Anger Management, AnxietyNext ",02:00 PM,06:00 PM,Delhi
359,359,Ms. Shivani Misri Sadhoo,Psychologist,24.0,Post graduate in counselling psychology,,,,,Sex Addiction Counselling,08:00 AM,12:30 PM,Delhi
360,360,Dr. Prabhjeet Singh Narula,Psychologist,11.0,"Doctor of Philosophy (PhD), MA - Psychology, Diploma In Psychology & Counseling",,,,,,03:30 PM,07:30 PM,Delhi
361,361,Dr. Anu Gehlot,Psychologist,12.0,"M.Phil - Psychology, Masters In Psychology, BA- Psychology",,₹ 600,Monga Medical Centre,Krishna Nagar,,10:30 AM,02:00 PM,Delhi
362,362,Dr. Upasana Chaddha Vij,Psychologist,14.0,"MA - Psychology, PhD Psychology",,₹ 300,Mindscape Centre for Counselling & Psychological Well-Being,Malviya Nagar,,10:30 AM,02:00 PM,Delhi
363,363,Ms. Tanya Jawa,Psychologist,12.0,"M.Phil Clinical Psychology, M.A.(H)Psychology, B.A.(H)Psychology",₹ 800,₹ 350,Max Super Speciality Hospital,Vaishali,,10:00 AM,07:00 PM,Delhi
364,364,Dr. Bhavna Barmi,Psychologist,27.0,"M.Phil - Clinical Psychology, PhD - Psychiatry",,₹ 350,PsyCare,Jasola,,10:00 AM,07:00 PM,Delhi
365,365,Dr. Kriti Vyas,Psychologist,16.0,"PhD - Psychology, Advanced Diploma Child Guidance & Counselling, M.Sc Applied Psychology, ...read more",₹ 500,₹ 350,Innocent Steps,Delhi,"Counselling and Stress Management, Abnormal Behavior, Behaviour and Thought ProblemsNext ",11:00 AM,02:00 PM,Delhi
366,366,Ms. Jagriti Sharma,Psychologist,15.0,"M.Phil - Psychology, Post Graduate Diploma In Rehabilitation Psychology, Advanced Certific...read more",,,,,"Adult Counselling, Obsessive Compulsive Disorder TreatmentNext ",11:00 AM,02:00 PM,Delhi
367,367,Dr. Priti Srivastava,Psychologist,36.0,"PGDCA, BA-Psychology, MA-Psychology, Phd Understanding Mental Retardation",,₹ 600,Genesis Neurogen,Karkardooma,,01:00 PM,07:00 PM,Delhi
368,368,Dr. Sunil Kumar Sharma,Psychologist,30.0,"M.F.Hom., MBBS, MS - Counselling and Psychotherapy",,₹ 500,Ethos Healthcare Multi Speciality Holistic Health Clinic,Green Park,,10:00 AM,01:00 PM,Delhi
369,369,Dr. Sarika Boora,Psychologist,17.0,"Psychology, PhD - Neuropsychology, PGDGC, PGDRP",,,,,,02:00 PM,06:00 PM,Delhi
370,370,Dr. Owais Akram Farooqui,Psychologist,22.0,"PGDCP, M.Phil - Clinical Psychology, PhD",,,,,,02:30 PM,05:30 PM,Delhi
371,371,Dr. R.Manoj Raghavan,Psychologist,26.0,"M.Phil clinical Psychology, MS Psychotherapy and Counseling, PGDGC, MSc Psychology",,,,,"Adult Counselling, Abnormal Behavior, Sex Addiction Counselling",04:00 PM,09:00 PM,Delhi
372,372,Dr. Rajpal Kaushik,Psychologist,20.0,"PGDRP, MPhil, PGDGC",₹ 700,₹ 500,Nobel Medicare centre,Janakpuri,"Depression, Anger Management, Anxiety and DepressionNext ",04:00 PM,07:00 PM,Delhi
373,373,Dr. Deepali Batra,Psychologist,21.0,"M.Phil - Clinical Psychology, M.A.- Clinical Psychology",,,,,"Sex Addiction Counselling, Depression, Stress Treatment",11:00 AM,08:00 PM,Delhi
374,374,Dr. Meeta Sharma,Psychologist,15.0,"M.Sc- Psychology, Masters In Clinical Psychology, M.Sc Counselling Psychology",,,,,,01:45 PM,07:00 PM,Delhi
375,375,Ms. Astha Nagpal,Psychologist,10.0,M.Phil - Psychology,₹ 200,,₹ 1,200 onlineDaffodils - Centre for Counseling and Psychotherapy,,05:00 PM,06:00 PM,Delhi
376,376,Ms. Mala Vohra Khanna,Psychologist,9.0,M.Phil In Clinic Psychology,₹ 800,₹ 300,Raj Psychological Services,Shahdara,,10:00 AM,08:00 PM,Delhi
377,377,Dr. Girija Sharma,Psychologist,13.0,"MA - Psychology, M.Phil - Psychology",,₹ 350,Spadent Hospital,New Delhi,,11:00 AM,06:00 PM,Delhi
378,378,Ms. Monica Sharma,Psychologist,13.0,"M.Sc - Applied Psychology, Post Graduate Diploma In Guidance and Couselling, PGD in Rehabi...read more",,₹ 400,Phonix Intervention Centre,Rohini,,02:00 PM,09:00 PM,Delhi
379,379,Dr. A.K. Srivastava,Psychologist,17.0,PG sciences Delhi,,₹ 900,,,,09:00 AM,07:00 PM,Delhi
380,380,Dr. Priya Jha,Psychologist,40.0,"PG Diploma In Clinical Training, Psychology, MA - Psychology, BA - Psychology",,₹ 300,Lifecare Clinic,Greater Kailash,"Anxiety, Depression, Counselling and Stress ManagementNext ",05:30 PM,07:30 PM,Delhi
381,381,Mr. Bharat Sehrawat,Psychologist,5.0,"MA Psychology, PGDCFT, PGDRP",,₹ 400,Healing Mind Clinic,Dwarka Sector 7,,11:00 AM,07:00 PM,Delhi
382,382,Dr. Taruna Wadhwa Chawla,Psychologist,13.0,"MA - Psychology, PhD - Psychology",,₹ 350,PsyCare,Jasola,,04:00 PM,06:00 PM,Delhi
383,383,Dr. Puneet Jain,Psychologist,28.0,MA Psychology,,,,,,10:30 AM,06:00 PM,Delhi
384,384,Mrs. Neha Gupta,Psychologist,18.0,,,₹ 300,Lok Clinic,Janakpuri,,05:00 PM,07:00 PM,Delhi
385,385,Dr. Lovleen Kaur,Psychologist,18.0,"M PHIL (Clinical Psychology), PhD Psychology",,,,,,09:30 AM,11:30 AM,Delhi
386,386,Ms. Tulika Chandra,Psychologist,24.0,"Advanced Diploma Child Guidance & Counselling, M.Sc - Psychology, BA(Hons.) Applied Psycho...read more",,,,,,03:00 PM,06:45 PM,Delhi
387,387,Ms. Jyoti Shukla,Psychologist,7.0,"post graduate Diploma - Guidance & Councelling, MS Psychology",,₹ 700,Center For Counseling,Delhi,,09:00 AM,09:30 PM,Delhi
388,388,Dr. Ashita Mahendru,Psychologist,,,,,,,,02:00 PM,08:00 PM,Delhi
389,389,Dr. Shruti Jain,Psychologist,27.0,"Phd - Psychology, MA- Psychology, BA Hons.Psychology",,₹ 350,Life Coach Dr. Shruti Jain Clinic,Ashok Vihar,,05:00 PM,08:00 PM,Delhi
390,390,Mrs. Urvashi Bisht,Psychologist,8.0,"MA in Applied Psychology - Specialisation in  Clinical Psychology, BA (Honours) - Psychology",,₹ 900,TrueBlueCompanion,Delhi,,06:00 PM,10:00 PM,Delhi
391,391,Ms. Vidhi Sethi,Psychologist,10.0,"Masters in Psychology - Clinical and Abnormal, Psychology",,₹ 500,Healing and Relieve,Sector-31,,11:00 AM,05:00 PM,Delhi
392,392,Mrs. Sarita Shukla,Psychologist,24.0,"Mphil In Psychology, Diploma In Child Guidance & Counselling, MSc - Applied Psychology, Bs...read more",,₹ 300,Spring and Summer Counselling,Delhi Cantoment,,08:00 AM,02:00 PM,Delhi
393,393,Ms. Neelam Mishra,Psychologist,12.0,"Post Graduate in Rehabilitation Psychology, MA Clinical Psychology, BA Applied Psychology",,,,,,11:00 AM,04:00 PM,Delhi
394,394,Dr. Nikita Virlley,Psychologist,8.0,M.Sc - Clinical Psychology,,₹ 350,PsyCare,Jasola,,12:00 PM,07:00 PM,Delhi
395,395,Dr. S K Sharma,Psychologist,,,,₹ 500,Dr Sunil Sharma Clinic,Green Park,,10:00 AM,01:00 PM,Delhi
396,396,Mrs. Sampada Kathuria,Psychologist,10.0,"MS - Counselling & Psychotherapy, BA - Psychology, MA - Counseling & Psychology",,₹ 300,Decode Living,Rohini East,,03:00 PM,08:00 PM,Delhi
397,397,Dr. Jyoti Chadha,Psychologist,34.0,"M.Phil - Psychology, PhD PSYCHOLOGY",,₹ 350,Dr Jyoti Chadha,New Delhi,,11:00 AM,01:00 PM,Delhi
398,398,Dr. Naresh Mishra,Psychologist,30.0,MA - Psychology,,₹ 300,Santulan Clinic,Delhi,,09:00 AM,02:00 PM,Delhi
399,399,Dr. Yps,Psychologist,,,,,,,,06:00 PM,10:30 PM,Delhi
400,400,Dr. G S Lavekar,Ayurveda,49.0,"Ph.D - Ayurveda, MD - Ayurveda",₹ 500,₹ 300,Lavekar Clinic,Dwarka,Acne Scars,10:00 AM,07:30 PM,Delhi
401,401,Dr. Vijay Abbot,Ayurveda,50.0,Graduate in Ayurvedic Medicine and Surgery ( GAMS ),₹ 50,₹ 50,Hakim Hari Kishan Lal Clinic,Patel Nagar,"Sex Education, Masturbation Addiction, Premature Ejaculation",12:00 PM,04:00 PM,Delhi
402,402,Hakim Hari Kishan Lal Clinic,Ayurveda,50.0,Sexual Health Clinic,₹ 50,₹ 50,Hakim Hari Kishan Lal  Clinic,Patel Nagar,"Male Sexual Problems, Sex Education, Erectile Dysfunction",12:00 PM,04:00 PM,Delhi
403,403,Dr. Jyoti Monga,Ayurveda,24.0,BAMS,₹ 800,₹ 300,Dr. Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,"Sexually Transmitted Disease (STD) Treatment, Body Weakness, DiabetesNext ",10:00 AM,08:00 PM,Delhi
404,404,Dr. Sandeep Madaan,Ayurveda,21.0,MD - Ayurveda,₹ 300,₹ 300,Aastha Ayurveda Clinic,Rohini,"Sex Education, Diabetes, Female Hair LossNext ",06:00 PM,09:00 PM,Delhi
405,405,Dr. Ashish Sharma,Ayurveda,18.0,"M.Sc - Psychology, PGDEMS, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 400,The Arogyam Ayurveda,Paschim Vihar,,10:00 AM,06:30 PM,Delhi
406,406,Dr. Sunny Chopra Orthopaedics Gold Medalist,Ayurveda,14.0,"MS - Orthopaedics, MNAMS (Membership of the National Academy) (General Surgery) , DNB (Ort...read more",₹ 500,₹ 400,Dr. Chopras Spine Joint Solutions India,Moti Nagar,,05:30 PM,08:30 PM,Delhi
407,407,Dr. Mahesh Shah,Ayurveda,55.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 50,₹ 50,Hakim Hari Kishan Lal  Clinic,Patel Nagar,"Sex Education, Premature Ejaculation, Masturbation Addiction",12:00 PM,04:00 PM,Delhi
408,408,Dr. Jiva Ayurveda,Ayurveda,26.0,BAMS,₹ 299,,,,"Acne Treatment, Hair Loss, Flu",10:00 AM,08:00 PM,Delhi
409,409,Dr. Namadhar Sharma,Ayurveda,40.0,"BAMS, MD - Ayurveda",₹ 200,₹ 600,Prem Adhar Research Institute And Hospital,Rohini,,11:00 AM,02:00 PM,Delhi
410,410,Dr. Rohit Goel,Ayurveda,15.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Ayur skin clinic,Shahdara,"Acne/Pimples, Acne Scars, Oily Skin",10:00 AM,01:30 PM,Delhi
411,411,Dr. Sandeep Madaan,Ayurveda,21.0,MD - Ayurveda,₹ 300,₹ 300,Aastha Ayurveda Clinic,Rohini,"Sex Education, Diabetes, Female Hair LossNext ",06:00 PM,09:00 PM,Delhi
412,412,Dr. Namadhar Sharma,Ayurveda,40.0,"BAMS, MD - Ayurveda",₹ 200,₹ 600,Prem Adhar Research Institute And Hospital,Rohini,,11:00 AM,02:00 PM,Delhi
413,413,Dr. Sutopa Banerjee,Ayurveda,27.0,"DNB (Obstetrics and Gynecology), DGO , MBBS",,,,,"Delivery, Gynae Problems, Laparoscopic Surgery (Obs  Gyn)Next ",05:00 PM,08:00 PM,Delhi
414,414,Dr. (Prof.) R. K. Tuli,Ayurveda,54.0,"M.B.,B.S., Post-Graduate (Aviation, Sports & Internal Medicine), PhD - Holistic Medicine, ...read more",,₹ 300,SOHAM - The Clinic for Holistic Medicare & Cure,Delhi,,05:00 PM,07:30 PM,Delhi
415,415,Dt. Ritika Dua,Ayurveda,24.0,"BSc-Diet & Nutrition, M.Sc-Diet & Nutrition",,,,,,09:00 AM,09:00 PM,Delhi
416,416,Dr. Kanu Rajput,Ayurveda,11.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Diploma in Diet and Nutrition - CIBTAC,...read more",,,,,,11:00 AM,02:00 PM,Delhi
417,417,Monga Medi Clinic,Ayurveda,24.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 800,₹ 300,Dr Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,,09:30 AM,08:30 PM,Delhi
418,418,Dr. Manu Rajput,Ayurveda,14.0,"Diploma in Body Therapy, England, PG Diploma in Skin Treatments, England, BAMS, Certified ...read more",,,,,"Acne/Pimples, Hair Loss, Acne Scars",11:00 AM,02:00 PM,Delhi
419,419,Dr. Rakesh Agarwal,Ayurveda,43.0,Bachelor of Ayurvedic Medicine & Surgery (B.A.M.S),₹ 500,₹ 300,,,,07:00 AM,07:00 AM,Delhi
420,420,Monga Medi Clinic,Ayurveda,24.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 800,₹ 300,Dr Monga Medi Clinic - Lajpat Nagar,Lajpat Nagar,,09:30 AM,08:30 PM,Delhi
421,421,Dr. Manu Rajput,Ayurveda,14.0,"Diploma in Body Therapy, England, PG Diploma in Skin Treatments, England, BAMS, Certified ...read more",,,,,"Acne/Pimples, Hair Loss, Acne Scars",11:00 AM,02:00 PM,Delhi
422,422,Dr. Adarsh Kumar,Ayurveda,19.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,NAVAYUSHYA PANCHAKARMA CENTRE,Kalkaji,Acne Scars,,,Delhi
423,423,Dr. Anurag Gupta,Ayurveda,17.0,"M.S.(Ayu. Med. Plants), Bachelor of Ayurveda, Medicine & Surgery (BAMS), Certificate In An...read more",₹ 500,₹ 800,Ayurveda - Panchakarma Clinic,Dilshad Garden,Panchakarma,11:00 AM,01:00 PM,Delhi
424,424,Dr. Ashish  Sharma,Ayurveda,18.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Arogyam Ayurveda,Paschim Vihar,,09:00 AM,07:00 PM,Delhi
425,425,Dr. D.S . Rathi,Ayurveda,45.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Deepak Ayurvedic Centre,Shahdara,Weight Management,11:00 AM,02:00 PM,Delhi
426,426,Dr. Ashutosh Sharma,Ayurveda,21.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 350,Shiv Shakti Chikitsalaya,Karol Bagh,,04:00 PM,08:00 PM,Delhi
427,427,Dr. Aditi Shrivastav,Ayurveda,12.0,"BAMS, PGDCA, Advance Certification In Nadi Parikisha",₹ 500,₹ 300,Shri Ram Ayurvedalya,Dwarka Sector 7,,10:00 AM,02:30 PM,Delhi
428,428,Dr. Shailesh Jain,Ayurveda,24.0,"Bachelor of Ayurveda, Medicine & Surgery (BAMS), MS-Ayurveda",₹ 300,,₹ 1,000 onlineDr Shailesh Jain's Clinic,,09:00 AM,11:30 AM,Delhi
429,429,Dr. Vinayak Abbot Abbot,Ayurveda,9.0,"Diploma In Naturopathy, M.D. Alternative Medicine, Bachelor of Ayurveda, Medicine and Surg...read more",₹ 300,,₹ 1,800 onlineJaddi Dawakhana - New Delhi,"Sex Education, Premature Ejaculation, Masturbation AddictionNext ",10:00 AM,07:00 PM,Delhi
430,430,Dr. R N Biswas,Ayurveda,10.0,"BAMS, Certificate Course In Kshar-Sutra Surgery",₹ 700,₹ 200,SUSHRUTA CLINIC,Delhi,,10:00 AM,02:00 PM,Delhi
431,431,Dr. D.S . Rathi,Ayurveda,45.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Deepak Ayurvedic Centre,Shahdara,Weight Management,11:00 AM,02:00 PM,Delhi
432,432,Dr. Ashutosh Sharma,Ayurveda,21.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 350,Shiv Shakti Chikitsalaya,Karol Bagh,,04:00 PM,08:00 PM,Delhi
433,433,Dr. Ashish  Sharma,Ayurveda,18.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Arogyam Ayurveda,Paschim Vihar,,09:00 AM,07:00 PM,Delhi
434,434,Dr. Sudha Asokan,Ayurveda,46.0,"BAMS, MD - Ayurveda",,,,,"Breast Cancer, Panchakarma, CancerNext ",11:30 AM,01:30 PM,Delhi
435,435,Dr. Ankur Kumar,Ayurveda,14.0,"B.A.M.S, Diploma In Nutrition & Health Education (DNHE, PG Diploma In Hospital Managment",₹ 500,₹ 450,Ayurvedic Herbal Health Care Center,Naraina,"Sex Education, Masturbation Addiction, Small Penis SizeNext ",10:00 AM,08:00 PM,Delhi
436,436,Usma Ayurvedic Clinic,Ayurveda,41.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Usma Ayurvedic Clinic,Laxmi Nagar,,09:00 AM,08:00 PM,Delhi
437,437,Dr. Vaidic Chikitsa,Ayurveda,47.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 200,Vaidic Chikitsa,Delhi,"Sex Education, Weight Loss, Hair LossNext ",10:00 AM,06:00 PM,Delhi
438,438,Dr. Sajna Ali,Ayurveda,13.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - General Medicine",₹ 250,₹ 300,,,"Trying to Conceive, Heart Pain During Exercise, Bipolar Disorder",10:00 AM,07:00 PM,Delhi
439,439,Dr. Mamta Kumari,Ayurveda,14.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD- Ayurveda",₹ 500,₹ 300,Jyoti Memorial Jain Hospital,Najafgarh,,11:00 AM,02:00 PM,Delhi
440,440,Dr. Deepak Rathi,Ayurveda,15.0,"BAMS, Advanced Training in Kshar Sutra Therapy, Post Graduate Diploma in Kshar Sutra Treatment",₹ 500,₹ 200,Deepak Ayurvedic Centre,Shahdara,,10:00 AM,02:00 PM,Delhi
441,441,Dr. Mamta Kumari,Ayurveda,14.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD- Ayurveda",₹ 500,₹ 300,Jyoti Memorial Jain Hospital,Najafgarh,,11:00 AM,02:00 PM,Delhi
442,442,Usma Ayurvedic Clinic,Ayurveda,41.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Usma Ayurvedic Clinic,Laxmi Nagar,,09:00 AM,08:00 PM,Delhi
443,443,Dr. Vaidic Chikitsa,Ayurveda,47.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 200,Vaidic Chikitsa,Delhi,"Sex Education, Weight Loss, Hair LossNext ",10:00 AM,06:00 PM,Delhi
444,444,Dr. Lovekush Singh,Ayurveda,10.0,"B. Ph (Ayu.), Clinical research and pharmacovigilance, Fellowship in Clinical Research, MB...read more",,,,,,09:30 AM,01:30 PM,Delhi
445,445,Dr. Chanchal Sharma,Ayurveda,13.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), DGO, MD - AM, D-Certificate Course In P...read more",₹ 500,,₹ 3,500 onlineAasha Ayurveda,,10:00 AM,06:00 PM,Delhi
446,446,Dr. Ramesh Rai,Ayurveda,53.0,Graduate of Ayurvedic Medicine and Surgery (GAMS),₹ 500,₹ 300,,,"Balance Exercises, Kshar Sutra, Skin Treatment",12:00 PM,06:00 PM,Delhi
447,447,Dr. Meeta Sharma,Ayurveda,15.0,"M.Sc- Psychology, Masters In Clinical Psychology, M.Sc Counselling Psychology",,,,,,01:45 PM,07:00 PM,Delhi
448,448,Dr. Preeti Chhabra,Ayurveda,32.0,BAMS,,,,,,04:00 PM,06:00 PM,Delhi
449,449,Dr. Navayushya Panchakarma Centre Kalkaji,Ayurveda,14.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), C.R.A.V",₹ 300,₹ 300,Navayushya Panchakarma Centre,Kalkaji,,11:00 AM,07:00 PM,Delhi
